Data from HR4C25001_14-53-18-997.txt Node
Date: Tue Jun 16 14:53:18 CDT 2026
User: jam28248
Spectrometer: HR4C2500
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
629.66646	-51.68
629.6848	-51.68
629.70313	-51.68
629.72147	-84.68
629.7398	-60.48
629.75812	-7.48
629.77645	1.72
629.79477	10.52
629.81309	-5.48
629.83141	-13.48
629.84972	5.92
629.86803	4.52
629.88634	19.32
629.90465	-20.28
629.92295	-19.48
629.94126	-12.48
629.95956	-4.48
629.97785	41.12
629.99615	130.92
630.01444	128.92
630.03273	63.92
630.05102	31.32
630.0693	17.32
630.08759	22.92
630.10587	-0.28
630.12415	-4.08
630.14242	9.92
630.16069	-13.08
630.17896	-6.08
630.19723	6.92
630.2155	30.92
630.23376	100.92
630.25202	42.72
630.27028	27.32
630.28854	8.72
630.30679	0.92
630.32504	-4.28
630.34329	0.12
630.36153	7.12
630.37978	27.92
630.39802	11.32
630.41626	-2.48
630.43449	-6.28
630.45273	0.92
630.47096	13.52
630.48919	11.92
630.50741	19.32
630.52564	8.32
630.54386	15.12
630.56208	23.32
630.58029	0.72
630.59851	2.52
630.61672	4.52
630.63493	23.72
630.65313	9.72
630.67134	9.92
630.68954	6.72
630.70774	17.52
630.72594	18.32
630.74413	4.12
630.76232	-8.68
630.78051	-3.28
630.7987	1.32
630.81688	13.52
630.83507	27.32
630.85325	15.52
630.87142	8.32
630.8896	12.92
630.90777	2.32
630.92594	-16.68
630.94411	23.52
630.96227	38.12
630.98043	49.92
630.99859	13.52
631.01675	5.72
631.03491	1.92
631.05306	-4.48
631.07121	11.92
631.08936	8.32
631.1075	-3.68
631.12564	12.12
631.14379	16.92
631.16192	21.12
631.18006	13.52
631.19819	9.92
631.21632	0.72
631.23445	-12.48
631.25258	-2.68
631.2707	8.92
631.28882	8.72
631.30694	11.72
631.32505	0.92
631.34317	13.12
631.36128	6.32
631.37939	10.52
631.39749	5.52
631.4156	6.52
631.4337	-10.68
631.4518	0.32
631.46989	-12.28
631.48799	-12.68
631.50608	-4.08
631.52417	-15.48
631.54225	-0.68
631.56034	4.32
631.57842	6.72
631.5965	-4.48
631.61457	-26.68
631.63265	-8.68
631.65072	1.52
631.66879	-11.68
631.68685	10.32
631.70492	28.72
631.72298	16.52
631.74104	-4.48
631.7591	-3.48
631.77715	2.12
631.7952	13.52
631.81325	16.52
631.8313	-1.28
631.84934	14.72
631.86739	20.92
631.88543	-2.48
631.90346	10.52
631.9215	-3.28
631.93953	7.72
631.95756	7.52
631.97559	8.32
631.99361	-5.08
632.01163	-5.08
632.02965	0.72
632.04767	14.32
632.06569	9.12
632.0837	-2.48
632.10171	-9.28
632.11972	-16.88
632.13772	-0.88
632.15573	22.52
632.17373	-3.28
632.19172	-9.28
632.20972	-2.08
632.22771	-13.08
632.2457	-7.08
632.26369	0.72
632.28168	14.72
632.29966	-1.48
632.31764	6.32
632.33562	6.72
632.35359	13.52
632.37157	5.12
632.38954	8.72
632.40751	7.32
632.42547	-5.48
632.44344	14.72
632.4614	10.32
632.47936	3.32
632.49731	1.72
632.51527	-5.28
632.53322	11.72
632.55117	13.32
632.56911	5.72
632.58706	-1.48
632.605	1.32
632.62294	10.12
632.64087	11.12
632.65881	-6.48
632.67674	4.92
632.69467	5.72
632.7126	4.12
632.73052	21.72
632.74844	21.52
632.76636	30.32
632.78428	45.92
632.80219	59.92
632.8201	75.32
632.83801	59.72
632.85592	83.72
632.87383	148.52
632.89173	262.92
632.90963	731.72
632.92753	1872.32
632.94542	2812.32
632.96331	2203.72
632.9812	884.72
632.99909	292.72
633.01697	118.72
633.03486	63.52
633.05274	30.92
633.07061	17.32
633.08849	12.32
633.10636	20.52
633.12423	30.92
633.1421	15.52
633.15997	31.92
633.17783	17.72
633.19569	19.52
633.21355	22.12
633.2314	19.52
633.24926	-7.68
633.26711	1.52
633.28495	9.12
633.3028	-5.88
633.32064	2.32
633.33848	9.32
633.35632	25.92
633.37416	22.92
633.39199	6.52
633.40982	-7.28
633.42765	11.32
633.44548	-0.28
633.4633	-10.08
633.48112	-10.28
633.49894	-7.48
633.51676	9.12
633.53457	-0.28
633.55238	5.12
633.57019	-0.08
633.588	-7.08
633.6058	-13.28
633.6236	6.92
633.6414	12.52
633.6592	-5.28
633.67699	-19.08
633.69478	-8.68
633.71257	22.12
633.73036	12.92
633.74815	-10.88
633.76593	-2.48
633.78371	1.12
633.80148	-1.88
633.81926	-2.28
633.83703	-7.48
633.8548	-28.08
633.87257	-25.08
633.89033	-6.88
633.90809	3.32
633.92585	2.12
633.94361	-8.88
633.96137	-3.68
633.97912	6.72
633.99687	-22.28
634.01462	7.72
634.03236	15.92
634.0501	8.32
634.06784	-8.88
634.08558	15.72
634.10332	19.92
634.12105	-7.88
634.13878	12.52
634.15651	12.32
634.17423	3.32
634.19196	-3.48
634.20968	-2.68
634.22739	10.72
634.24511	5.12
634.26282	14.52
634.28053	24.32
634.29824	2.12
634.31595	3.52
634.33365	0.32
634.35135	-8.88
634.36905	-21.08
634.38675	2.32
634.40444	4.72
634.42213	-6.28
634.43982	0.32
634.4575	-10.68
634.47519	13.12
634.49287	27.72
634.51055	-3.88
634.52822	3.32
634.5459	-0.68
634.56357	-2.08
634.58124	-21.48
634.59891	-1.48
634.61657	2.12
634.63423	5.12
634.65189	14.12
634.66955	-0.88
634.6872	15.32
634.70485	3.72
634.7225	-4.48
634.74015	8.32
634.75779	0.72
634.77544	-0.68
634.79307	-0.88
634.81071	14.32
634.82835	8.92
634.84598	1.12
634.86361	-8.48
634.88123	15.12
634.89886	-0.88
634.91648	-4.88
634.9341	-7.88
634.95172	6.72
634.96933	7.52
634.98695	12.12
635.00456	-6.68
635.02216	2.72
635.03977	8.12
635.05737	5.72
635.07497	-3.28
635.09257	-0.28
635.11016	2.72
635.12776	4.12
635.14535	-8.88
635.16294	16.92
635.18052	4.72
635.1981	11.32
635.21569	8.92
635.23326	0.32
635.25084	11.72
635.26841	-0.68
635.28598	-2.48
635.30355	-7.48
635.32112	-8.88
635.33868	-18.48
635.35624	-11.88
635.3738	-5.48
635.39136	-13.08
635.40891	-13.68
635.42646	4.52
635.44401	5.12
635.46155	-8.68
635.4791	3.72
635.49664	8.72
635.51418	11.52
635.53171	-0.28
635.54925	-3.48
635.56678	-11.48
635.58431	2.52
635.60184	25.72
635.61936	25.32
635.63688	-6.48
635.6544	5.92
635.67192	-4.08
635.68943	0.52
635.70694	-7.08
635.72445	1.52
635.74196	-15.28
635.75946	-15.48
635.77697	-3.08
635.79447	0.52
635.81196	12.32
635.82946	-3.28
635.84695	-20.08
635.86444	0.32
635.88193	8.32
635.89941	12.92
635.91689	0.52
635.93437	-4.28
635.95185	-6.28
635.96933	-11.48
635.9868	13.12
636.00427	41.32
636.02174	7.72
636.0392	-9.28
636.05666	16.72
636.07412	5.32
636.09158	-1.28
636.10904	-10.68
636.12649	-0.28
636.14394	-5.48
636.16139	16.92
636.17883	6.12
636.19628	-4.28
636.21372	-13.88
636.23116	-4.28
636.24859	-9.48
636.26602	-6.28
636.28345	0.12
636.30088	4.32
636.31831	-0.48
636.33573	-9.88
636.35315	-0.68
636.37057	8.52
636.38799	-4.28
636.4054	7.52
636.42281	17.72
636.44022	8.52
636.45763	-7.68
636.47503	-10.88
636.49243	-16.28
636.50983	-15.68
636.52723	-12.48
636.54462	-5.08
636.56201	-8.28
636.5794	-23.08
636.59679	-14.28
636.61417	0.72
636.63155	-3.48
636.64893	20.32
636.66631	16.52
636.68368	-8.08
636.70106	-13.48
636.71843	-18.08
636.73579	-4.08
636.75316	-0.68
636.77052	-3.88
636.78788	5.52
636.80524	3.92
636.82259	-12.28
636.83994	-11.48
636.85729	-14.88
636.87464	-16.88
636.89198	-10.48
636.90933	12.92
636.92667	1.52
636.944	-6.08
636.96134	-19.08
636.97867	-15.28
636.996	-4.48
637.01333	5.12
637.03066	-1.68
637.04798	-17.88
637.0653	-1.28
637.08262	-0.08
637.09993	-5.08
637.11724	-11.48
637.13455	1.32
637.15186	18.12
637.16917	7.32
637.18647	0.32
637.20377	15.92
637.22107	6.12
637.23837	6.32
637.25566	32.32
637.27295	5.12
637.29024	11.52
637.30752	-7.88
637.32481	1.52
637.34209	11.12
637.35937	27.52
637.37664	13.12
637.39392	13.12
637.41119	3.32
637.42846	11.12
637.44572	-5.08
637.46299	6.12
637.48025	35.72
637.49751	8.52
637.51476	-1.28
637.53202	14.52
637.54927	0.12
637.56652	7.32
637.58376	5.92
637.60101	3.12
637.61825	20.52
637.63549	27.12
637.65273	18.32
637.66996	20.72
637.68719	26.12
637.70442	36.12
637.72165	54.92
637.73887	82.72
637.7561	153.92
637.77332	433.92
637.79053	1552.32
637.80775	3408.92
637.82496	3634.92
637.84217	1760.12
637.85938	452.52
637.87658	144.72
637.89378	62.92
637.91098	28.32
637.92818	19.32
637.94538	31.32
637.96257	34.32
637.97976	19.92
637.99695	13.72
638.01413	-4.88
638.03132	-3.28
638.0485	-0.28
638.06567	-16.08
638.08285	1.12
638.10002	3.32
638.11719	2.92
638.13436	-1.68
638.15153	4.92
638.16869	-15.08
638.18585	-10.28
638.20301	-15.28
638.22016	-19.08
638.23732	-25.88
638.25447	-13.68
638.27162	-9.48
638.28876	-9.88
638.30591	-12.08
638.32305	1.52
638.34019	13.52
638.35732	16.12
638.37446	21.12
638.39159	-6.28
638.40872	-16.68
638.42584	3.12
638.44297	1.12
638.46009	-5.28
638.47721	8.12
638.49432	15.92
638.51144	8.52
638.52855	8.52
638.54566	-11.68
638.56276	6.72
638.57987	10.52
638.59697	5.72
638.61407	-3.48
638.63117	-1.48
638.64826	4.92
638.66535	8.32
638.68244	2.72
638.69953	4.12
638.71661	9.52
638.7337	0.52
638.75078	6.12
638.76785	4.12
638.78493	2.52
638.802	-15.88
638.81907	2.12
638.83614	6.52
638.8532	19.52
638.87026	-2.68
638.88732	-19.88
638.90438	-6.68
638.92144	10.72
638.93849	13.12
638.95554	13.32
638.97259	1.52
638.98963	12.12
639.00668	12.92
639.02372	9.52
639.04075	19.72
639.05779	15.92
639.07482	14.32
639.09185	21.52
639.10888	-13.08
639.12591	-17.88
639.14293	-8.68
639.15995	-5.08
639.17697	24.32
639.19398	33.72
639.211	38.32
639.22801	26.12
639.24502	4.72
639.26202	15.52
639.27903	8.92
639.29603	25.32
639.31303	31.32
639.33002	3.52
639.34702	14.12
639.36401	10.12
639.381	9.52
639.39798	17.52
639.41497	24.92
639.43195	25.32
639.44893	6.12
639.4659	24.72
639.48288	37.72
639.49985	39.12
639.51682	28.32
639.53379	16.52
639.55075	15.72
639.56771	5.92
639.58467	29.92
639.60163	65.92
639.61858	78.92
639.63553	105.92
639.65248	133.52
639.66943	172.12
639.68638	346.52
639.70332	1302.12
639.72026	4774.32
639.73719	9698.32
639.75413	9674.72
639.77106	4647.72
639.78799	1505.12
639.80492	581.72
639.82184	267.92
639.83877	138.12
639.85569	99.32
639.8726	73.72
639.88952	64.72
639.90643	34.52
639.92334	35.52
639.94025	28.72
639.95716	27.72
639.97406	23.32
639.99096	35.32
640.00786	21.72
640.02475	17.52
640.04165	18.72
640.05854	19.32
640.07542	15.12
640.09231	24.12
640.10919	20.32
640.12607	24.52
640.14295	-3.88
640.15983	-0.68
640.1767	5.52
640.19357	-5.68
640.21044	-1.08
640.22731	8.92
640.24417	12.72
640.26103	15.52
640.27789	19.92
640.29475	4.32
640.3116	-17.48
640.32845	-10.88
640.3453	8.52
640.36215	-0.28
640.37899	4.32
640.39583	26.52
640.41267	36.72
640.42951	3.32
640.44634	-20.28
640.46317	-2.08
640.48	-8.48
640.49683	-13.48
640.51365	-6.88
640.53048	-3.48
640.5473	4.32
640.56411	-5.28
640.58093	10.12
640.59774	23.32
640.61455	-4.28
640.63136	-2.68
640.64816	-10.88
640.66496	-9.08
640.68176	14.32
640.69856	-15.08
640.71535	-6.28
640.73215	-7.68
640.74894	-3.88
640.76572	14.32
640.78251	19.12
640.79929	6.92
640.81607	7.92
640.83285	5.12
640.84963	15.72
640.8664	20.12
640.88317	34.92
640.89994	5.12
640.9167	-6.28
640.93346	-17.08
640.95022	-10.08
640.96698	-7.48
640.98374	-14.68
641.00049	-20.28
641.01724	-17.08
641.03399	-20.88
641.05074	-16.28
641.06748	-12.08
641.08422	2.12
641.10096	-13.28
641.11769	9.72
641.13443	2.32
641.15116	-7.88
641.16789	-9.88
641.18461	-11.48
641.20134	14.32
641.21806	10.32
641.23478	-5.28
641.25149	-1.48
641.26821	13.92
641.28492	-5.88
641.30163	-3.48
641.31833	-11.68
641.33504	-10.48
641.35174	-4.28
641.36844	-1.48
641.38514	4.52
641.40183	2.12
641.41852	2.52
641.43521	4.92
641.4519	27.72
641.46858	13.12
641.48526	-5.68
641.50194	-4.28
641.51862	-3.28
641.53529	-2.48
641.55197	15.72
641.56864	17.52
641.5853	-0.88
641.60197	-2.88
641.61863	9.32
641.63529	-9.08
641.65195	-12.68
641.6686	7.12
641.68526	9.52
641.70191	12.12
641.71855	19.52
641.7352	18.12
641.75184	-0.08
641.76848	-6.68
641.78512	-8.68
641.80175	-6.68
641.81839	13.92
641.83502	13.92
641.85164	8.32
641.86827	15.12
641.88489	-1.48
641.90151	-10.68
641.91813	-3.68
641.93475	6.32
641.95136	-3.88
641.96797	-10.88
641.98458	-20.08
642.00119	-2.48
642.01779	1.52
642.03439	2.72
642.05099	-4.08
642.06758	-17.88
642.08418	-6.48
642.10077	0.72
642.11736	7.52
642.13394	-0.68
642.15053	1.12
642.16711	-10.68
642.18369	-20.08
642.20026	1.32
642.21684	18.72
642.23341	24.52
642.24998	12.12
642.26654	20.72
642.28311	11.12
642.29967	-5.68
642.31623	-20.68
642.33279	-4.28
642.34934	-4.48
642.36589	-21.88
642.38244	-28.68
642.39899	63.32
642.41553	185.72
642.43207	18.72
642.44861	-26.28
642.46515	-7.88
642.48169	8.52
642.49822	5.92
642.51475	0.72
642.53127	-5.68
642.5478	-7.48
642.56432	9.52
642.58084	6.72
642.59736	3.72
642.61387	11.72
642.63039	20.52
642.6469	10.12
642.6634	23.92
642.67991	-2.08
642.69641	-1.28
642.71291	-10.48
642.72941	4.32
642.74591	22.12
642.7624	5.52
642.77889	-0.68
642.79538	-16.68
642.81186	-19.88
642.82834	-20.88
642.84483	-19.48
642.8613	-10.48
642.87778	-16.48
642.89425	8.12
642.91072	39.52
642.92719	-5.48
642.94366	-4.88
642.96012	10.92
642.97658	-2.48
642.99304	6.32
643.0095	3.52
643.02595	-7.88
643.0424	-8.08
643.05885	3.32
643.0753	-4.68
643.09174	-16.88
643.10818	-8.88
643.12462	-9.88
643.14106	-7.28
643.15749	-8.28
643.17392	4.72
643.19035	35.32
643.20678	25.12
643.2232	-4.48
643.23962	11.12
643.25604	0.52
643.27246	-7.88
643.28887	-2.68
643.30528	1.72
643.32169	12.92
643.3381	-2.48
643.35451	1.32
643.37091	10.12
643.38731	6.12
643.4037	-11.88
643.4201	-8.28
643.43649	6.92
643.45288	25.32
643.46927	9.32
643.48565	1.12
643.50204	10.12
643.51842	5.52
643.53479	-11.88
643.55117	9.52
643.56754	1.72
643.58391	5.52
643.60028	-3.68
643.61664	5.92
643.63301	5.92
643.64937	10.52
643.66572	6.12
643.68208	-1.08
643.69843	-3.88
643.71478	-11.08
643.73113	-1.28
643.74748	-10.88
643.76382	-7.88
643.78016	-5.88
643.7965	3.72
643.81283	8.52
643.82917	13.92
643.8455	-6.48
643.86183	16.52
643.87815	22.52
643.89448	12.72
643.9108	12.12
643.92712	10.92
643.94343	8.72
643.95974	-17.68
643.97606	-17.88
643.99236	6.92
644.00867	21.52
644.02497	4.12
644.04128	-0.48
644.05758	8.92
644.07387	6.12
644.09017	-2.28
644.10646	6.72
644.12275	8.32
644.13903	0.92
644.15532	-6.68
644.1716	-5.68
644.18788	23.72
644.20415	5.12
644.22043	2.32
644.2367	6.32
644.25297	-0.48
644.26924	10.72
644.2855	10.92
644.30176	6.92
644.31802	-4.08
644.33428	10.12
644.35054	19.72
644.36679	-4.68
644.38304	3.12
644.39928	9.12
644.41553	11.12
644.43177	-6.08
644.44801	-14.48
644.46425	-15.88
644.48048	-3.88
